library,scenario_id,profile,conns,cc_algo,thread_model,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
kcp,kcp_r50_u50_64_200_echo_0_adaptive,echo,200,unknown,unknown,1,1,1,0.9901,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9951,1.0000,0.9902,32.10,33.91,58000,84500,127400,50100,61700,66500,echo_c200_r1,
kcp,kcp_r50_u50_64_50_echo_0_adaptive,echo,50,unknown,unknown,1,1,1,0.9899,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,13.30,13.83,57200,82900,125200,50100,61700,66600,echo_c50_r1,
kcp,kcp_r50_u50_64_600_echo_0_adaptive,echo,600,unknown,unknown,3,3,1,0.8556,0.8592,1.0000,0.7184,1.0000,1.0000,1.0000,0.9958,1.0000,0.9900,96.71,98.09,129700,243100,330000,63100,76200,82700,echo_c600_r1;echo_c600_r2;echo_c600_r3,
litenetlib,litenetlib_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,none,internal_worker,1,1,1,0.9850,0.9933,,0.9933,1.0000,,1.0000,0.9916,,0.9916,10.65,46.20,0,0,0,61100,75100,79300,media_relay_c1_r1,
litenetlib,litenetlib_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,none,internal_worker,1,1,1,0.9802,0.9901,,0.9901,1.0000,,1.0000,0.9901,,0.9901,92.88,165.52,0,0,0,65600,83900,91600,media_relay_c50_r1,
litenetlib,litenetlib_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,none,internal_worker,1,1,1,0.9813,0.9913,,0.9913,1.0000,,1.0000,0.9898,,0.9898,11.51,47.60,0,0,0,60100,74100,79700,media_relay_c5_r1,
litenetlib,litenetlib_r0_u30_1000_75_broadcast_0_adaptive,media_relay,75,none,internal_worker,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
litenetlib,litenetlib_r1_u20_128_128_broadcast_0_adaptive,game_server,128,none,internal_worker,1,1,1,0.9752,0.9908,1.0000,0.9903,1.0000,1.0000,1.0000,0.9843,0.9877,0.9841,73.98,131.35,74700,193200,328500,62900,79300,90400,game_server_c128_r1,
litenetlib,litenetlib_r1_u20_128_192_broadcast_0_adaptive,game_server,192,none,internal_worker,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
litenetlib,litenetlib_r1_u20_128_1_broadcast_0_adaptive,game_server,1,none,internal_worker,1,1,1,0.9857,0.9976,1.0000,0.9975,1.0000,1.0000,1.0000,0.9881,1.0000,0.9875,10.71,46.77,62400,73800,73800,60700,73400,80700,game_server_c1_r1,
litenetlib,litenetlib_r1_u20_128_5_broadcast_0_adaptive,game_server,5,none,internal_worker,1,1,1,0.9792,0.9886,1.0000,0.9880,1.0000,1.0000,1.0000,0.9906,1.0000,0.9901,11.28,47.24,60900,78200,189300,60100,74200,80000,game_server_c5_r1,
litenetlib,litenetlib_r1_u20_128_64_broadcast_0_adaptive,game_server,64,none,internal_worker,1,1,1,0.9744,0.9899,1.0000,0.9894,1.0000,1.0000,1.0000,0.9843,0.9875,0.9842,23.31,64.28,63800,81600,208300,60900,74700,80500,game_server_c64_r1,
litenetlib,litenetlib_r1_u20_128_96_broadcast_0_adaptive,game_server,96,none,internal_worker,1,1,1,0.9756,0.9900,1.0000,0.9895,1.0000,1.0000,1.0000,0.9854,0.9906,0.9852,40.90,89.78,65900,172700,218300,61200,75300,82100,game_server_c96_r1,
litenetlib,litenetlib_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,none,internal_worker,1,1,1,0.9999,1.0000,1.0000,,1.0000,1.0000,,0.9999,0.9999,,143.66,174.78,65000,187700,531100,0,0,0,reliable_echo_c1000_r1,
litenetlib,litenetlib_r50_u0_64_1500_echo_0_adaptive,reliable_echo,1500,none,internal_worker,1,1,1,0.9999,0.9999,0.9999,,1.0000,1.0000,,0.9999,0.9999,,161.06,183.79,71100,193300,510000,0,0,0,reliable_echo_c1500_r1,
litenetlib,litenetlib_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,none,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,10.76,46.22,62800,279600,659600,0,0,0,reliable_echo_c1_r1,
litenetlib,litenetlib_r50_u0_64_2000_echo_0_adaptive,reliable_echo,2000,none,internal_worker,1,1,1,0.9988,0.9990,0.9990,,1.0000,1.0000,,0.9997,0.9997,,169.11,195.54,80400,481300,1092000,0,0,0,reliable_echo_c2000_r1,
litenetlib,litenetlib_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,none,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,34.85,82.39,62800,180900,502000,0,0,0,reliable_echo_c200_r1,
litenetlib,litenetlib_r50_u0_64_3000_echo_0_adaptive,reliable_echo,3000,none,internal_worker,1,1,1,0.9939,0.9954,0.9954,,1.0000,1.0000,,0.9985,0.9985,,180.68,199.50,132000,1437000,18446744059438044,0,0,0,reliable_echo_c3000_r1,
litenetlib,litenetlib_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,none,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,17.23,60.92,62100,176500,454700,0,0,0,reliable_echo_c50_r1,
litenetlib,litenetlib_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,none,internal_worker,1,1,1,0.9999,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,87.58,140.95,63600,185300,548400,0,0,0,reliable_echo_c600_r1,
litenetlib,litenetlib_r50_u50_64_1000_echo_0_adaptive,echo,1000,none,internal_worker,1,1,1,0.9900,0.9950,1.0000,0.9901,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,149.90,186.67,65400,185800,525700,63300,78400,86700,echo_c1000_r1,
litenetlib,litenetlib_r50_u50_64_1500_echo_0_adaptive,echo,1500,none,internal_worker,1,1,1,0.9901,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,163.71,188.76,72500,202400,530700,69800,90200,100700,echo_c1500_r1,
litenetlib,litenetlib_r50_u50_64_1_echo_0_adaptive,echo,1,none,internal_worker,1,1,1,0.9905,0.9935,1.0000,0.9870,1.0000,1.0000,1.0000,0.9970,1.0000,0.9939,10.75,46.91,62000,155500,199000,60200,74600,79200,echo_c1_r1,
litenetlib,litenetlib_r50_u50_64_2000_echo_0_adaptive,echo,2000,none,internal_worker,1,1,1,0.9838,0.9889,0.9970,0.9808,1.0000,1.0000,1.0000,0.9949,0.9997,0.9901,172.92,194.17,86100,689400,1465000,75700,101200,115800,echo_c2000_r1,
litenetlib,litenetlib_r50_u50_64_200_echo_0_adaptive,echo,200,none,internal_worker,1,1,1,0.9900,0.9949,0.9999,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,35.25,84.80,62800,186700,690400,60900,75300,83100,echo_c200_r1,
litenetlib,litenetlib_r50_u50_64_3000_echo_0_adaptive,echo,3000,none,internal_worker,3,2,1,0.9478,0.9533,0.9861,0.9181,1.0000,1.0000,1.0000,0.9942,0.9981,0.9899,187.80,199.84,386550,2015000,18446744061320504,103550,169150,205850,echo_c3000_r2;echo_c3000_r3,
litenetlib,litenetlib_r50_u50_64_50_echo_0_adaptive,echo,50,none,internal_worker,1,1,1,0.9896,0.9946,0.9998,0.9894,1.0000,1.0000,1.0000,0.9949,1.0000,0.9898,17.27,58.95,62300,178500,505700,60400,74600,80800,echo_c50_r1,
litenetlib,litenetlib_r50_u50_64_600_echo_0_adaptive,echo,600,none,internal_worker,1,1,1,0.9900,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,92.45,144.38,63800,189900,675200,61900,75700,84100,echo_c600_r1,
lsquic,lsquic_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,bbr,single,1,1,1,0.9817,0.9933,,0.9933,1.0000,,1.0000,0.9883,,0.9883,9.92,11.10,0,0,0,49500,61500,66900,media_relay_c1_r1,
lsquic,lsquic_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,bbr,single,3,3,1,0.8995,0.9891,,0.9891,0.9975,,0.9975,0.9115,,0.9115,89.18,93.89,0,0,0,679700,3111000,4192000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
lsquic,lsquic_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,bbr,single,1,1,1,0.9776,0.9877,,0.9877,0.9985,,0.9985,0.9913,,0.9913,10.72,13.71,0,0,0,50300,62100,67300,media_relay_c5_r1,
lsquic,lsquic_r1_u20_128_1_broadcast_0_adaptive,game_server,1,bbr,single,1,1,1,0.9905,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,10.01,11.13,49700,58600,63800,50400,62400,66000,game_server_c1_r1,
lsquic,lsquic_r1_u20_128_5_broadcast_0_adaptive,game_server,5,bbr,single,1,1,1,0.9788,0.9895,1.0000,0.9890,0.9981,0.9800,0.9990,0.9910,1.0000,0.9906,10.71,13.69,53400,101400,127100,50400,62000,66700,game_server_c5_r1,
lsquic,lsquic_r1_u20_128_64_broadcast_0_adaptive,game_server,64,bbr,single,3,3,1,0.9238,0.9900,1.0000,0.9895,0.9973,0.9756,0.9984,0.9353,0.9095,0.9366,48.51,61.82,61100,2011000,5453000,52800,1203000,3713000,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
lsquic,lsquic_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,bbr,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,97.92,99.98,61700,157400,198500,0,0,0,reliable_echo_c1000_r1,
lsquic,lsquic_r50_u0_64_1500_echo_0_adaptive,reliable_echo,1500,bbr,single,1,1,1,0.9935,0.9945,0.9945,,1.0000,1.0000,,0.9990,0.9990,,97.72,99.99,418700,833800,1104000,0,0,0,reliable_echo_c1500_r1,
lsquic,lsquic_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,bbr,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,9.93,11.10,52700,146200,177200,0,0,0,reliable_echo_c1_r1,
lsquic,lsquic_r50_u0_64_2000_echo_0_adaptive,reliable_echo,2000,bbr,single,1,1,1,0.9853,0.9860,0.9860,,1.0000,1.0000,,0.9993,0.9993,,98.21,99.95,514800,1046000,1368000,0,0,0,reliable_echo_c2000_r1,
lsquic,lsquic_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,bbr,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,30.15,67.19,51800,126400,171700,0,0,0,reliable_echo_c200_r1,
lsquic,lsquic_r50_u0_64_3000_echo_0_adaptive,reliable_echo,3000,bbr,single,3,3,1,0.7262,0.7860,0.7860,,1.0000,1.0000,,0.9360,0.9360,,97.07,99.88,4712000,7790000,9785000,0,0,0,reliable_echo_c3000_r1;reliable_echo_c3000_r2;reliable_echo_c3000_r3,
lsquic,lsquic_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,bbr,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.74,44.69,51500,122600,170900,0,0,0,reliable_echo_c50_r1,
lsquic,lsquic_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,bbr,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,76.92,90.79,52500,128000,173000,0,0,0,reliable_echo_c600_r1,
lsquic,lsquic_r50_u50_64_1000_echo_0_adaptive,echo,1000,bbr,single,3,3,1,0.7921,0.7951,1.0000,0.5902,1.0000,1.0000,1.0000,0.9963,1.0000,0.9900,97.76,99.94,322400,657300,868300,75500,89300,94900,echo_c1000_r1;echo_c1000_r2;echo_c1000_r3,
lsquic,lsquic_r50_u50_64_1_echo_0_adaptive,echo,1,bbr,single,1,1,1,0.9880,0.9945,1.0000,0.9890,1.0000,1.0000,1.0000,0.9935,1.0000,0.9869,10.01,11.08,51500,106000,154200,51100,62700,66800,echo_c1_r1,
lsquic,lsquic_r50_u50_64_200_echo_0_adaptive,echo,200,bbr,single,1,1,1,0.9901,0.9951,1.0000,0.9902,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,38.32,63.56,51800,114600,161900,51200,62800,67700,echo_c200_r1,
lsquic,lsquic_r50_u50_64_50_echo_0_adaptive,echo,50,bbr,single,1,1,1,0.9901,0.9952,1.0000,0.9905,1.0000,1.0000,1.0000,0.9949,1.0000,0.9897,16.91,46.13,51400,108600,155200,51000,62400,67200,echo_c50_r1,
lsquic,lsquic_r50_u50_64_600_echo_0_adaptive,echo,600,bbr,single,1,1,1,0.9901,0.9949,1.0000,0.9899,1.0000,1.0000,1.0000,0.9952,1.0000,0.9903,91.82,99.61,53600,117700,164900,52600,64500,69300,echo_c600_r1,
mini_rudp,mini_rudp_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,none,single,1,1,1,0.9733,0.9817,,0.9817,1.0000,,1.0000,0.9915,,0.9915,8.95,9.59,0,0,0,50100,62900,67400,media_relay_c1_r1,
mini_rudp,mini_rudp_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,none,single,1,1,1,0.9803,0.9910,,0.9910,0.9992,,0.9992,0.9900,,0.9900,73.24,78.77,0,0,0,56000,68800,73100,media_relay_c50_r1,
mini_rudp,mini_rudp_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,none,single,1,1,1,0.9812,0.9913,,0.9913,0.9993,,0.9993,0.9904,,0.9904,9.55,10.70,0,0,0,50000,61600,66500,media_relay_c5_r1,
mini_rudp,mini_rudp_r0_u30_1000_75_broadcast_0_adaptive,media_relay,75,none,single,3,3,1,0.5360,0.5422,,0.5422,0.9984,,0.9984,0.9900,,0.9900,98.82,99.80,0,0,0,200500,225200,233000,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
mini_rudp,mini_rudp_r1_u20_128_1_broadcast_0_adaptive,game_server,1,none,single,1,1,1,0.9810,0.9881,1.0000,0.9875,1.0000,1.0000,1.0000,0.9928,1.0000,0.9924,8.99,9.75,46400,61600,64800,50400,62300,67400,game_server_c1_r1,
mini_rudp,mini_rudp_r1_u20_128_5_broadcast_0_adaptive,game_server,5,none,single,1,1,1,0.9765,0.9871,1.0000,0.9865,0.9990,0.9880,0.9996,0.9901,1.0000,0.9897,9.31,10.11,50100,86600,106500,50000,61700,66300,game_server_c5_r1,
mini_rudp,mini_rudp_r1_u20_128_64_broadcast_0_adaptive,game_server,64,none,single,3,3,1,0.8987,0.9090,1.0000,0.9045,0.9984,0.9838,0.9991,0.9905,1.0000,0.9900,65.44,94.61,68600,116500,155500,55300,75900,99800,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
mini_rudp,mini_rudp_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,none,single,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
mini_rudp,mini_rudp_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,none,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,8.83,9.66,50300,63100,100900,0,0,0,reliable_echo_c1_r1,
mini_rudp,mini_rudp_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,none,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,38.58,49.53,50300,63400,100200,0,0,0,reliable_echo_c200_r1,
mini_rudp,mini_rudp_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,none,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.06,15.07,50200,63300,100800,0,0,0,reliable_echo_c50_r1,
mini_rudp,mini_rudp_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,none,single,1,1,1,0.9896,1.0004,1.0004,,1.0000,1.0000,,0.9893,0.9893,,98.09,99.07,104100,309000,461900,0,0,0,reliable_echo_c600_r1,
mini_rudp,mini_rudp_r50_u50_64_1_echo_0_adaptive,echo,1,none,single,1,1,1,0.9870,0.9940,1.0000,0.9880,1.0000,1.0000,1.0000,0.9930,1.0000,0.9858,8.82,9.18,49900,63600,103300,50200,60700,65000,echo_c1_r1,
mini_rudp,mini_rudp_r50_u50_64_200_echo_0_adaptive,echo,200,none,single,1,1,1,0.9899,0.9948,1.0000,0.9896,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,54.52,60.93,50300,63300,100400,50200,61800,66500,echo_c200_r1,
mini_rudp,mini_rudp_r50_u50_64_50_echo_0_adaptive,echo,50,none,single,1,1,1,0.9899,0.9946,1.0000,0.9892,1.0000,1.0000,1.0000,0.9952,1.0000,0.9904,16.02,17.75,50300,63300,100600,50000,61800,66700,echo_c50_r1,
mini_rudp,mini_rudp_r50_u50_64_600_echo_0_adaptive,echo,600,none,single,3,2,1,0.7316,0.7387,1.0002,0.4771,1.0000,1.0000,1.0000,0.9905,0.9907,0.9900,98.63,99.62,86350,277100,403550,56400,68450,73350,echo_c600_r1;echo_c600_r2,
msquic,msquic_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,bbr,internal_worker,1,1,1,0.9767,0.9883,,0.9883,1.0000,,1.0000,0.9882,,0.9882,7.57,9.68,0,0,0,50200,61900,66900,media_relay_c1_r1,
msquic,msquic_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,bbr,internal_worker,3,3,1,0.3062,0.9893,,0.9893,0.3325,,0.3325,0.9306,,0.9306,96.88,191.43,0,0,0,736800,4897000,6648000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
msquic,msquic_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,bbr,internal_worker,1,1,1,0.9820,0.9927,,0.9927,0.9993,,0.9993,0.9899,,0.9899,10.61,13.42,0,0,0,52900,78200,94000,media_relay_c5_r1,
msquic,msquic_r1_u20_128_128_broadcast_0_adaptive,game_server,128,bbr,internal_worker,3,3,1,0.8161,0.9907,1.0000,0.9902,0.8813,0.9760,0.8766,0.9347,0.8463,0.9396,137.51,198.34,1889000,3698000,3784000,1943000,3665000,3841000,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
msquic,msquic_r1_u20_128_1_broadcast_0_adaptive,game_server,1,bbr,internal_worker,1,1,1,0.9643,0.9833,1.0000,0.9825,1.0000,1.0000,1.0000,0.9806,1.0000,0.9796,7.59,11.78,51000,62100,70100,50400,62100,67500,game_server_c1_r1,
msquic,msquic_r1_u20_128_5_broadcast_0_adaptive,game_server,5,bbr,internal_worker,1,1,1,0.9772,0.9905,1.0000,0.9900,0.9981,0.9800,0.9990,0.9885,1.0000,0.9880,9.49,14.02,52600,64100,144900,50300,61500,66300,game_server_c5_r1,
msquic,msquic_r1_u20_128_64_broadcast_0_adaptive,game_server,64,bbr,internal_worker,1,1,1,0.9700,0.9904,1.0000,0.9899,0.9913,0.9756,0.9921,0.9880,1.0000,0.9874,81.31,141.41,58100,105200,153800,53400,66600,86800,game_server_c64_r1,
msquic,msquic_r1_u20_128_96_broadcast_0_adaptive,game_server,96,bbr,internal_worker,1,1,1,0.9784,0.9899,1.0000,0.9894,0.9977,0.9762,0.9987,0.9907,1.0000,0.9903,91.97,162.26,67900,154600,220800,57000,77800,109300,game_server_c96_r1,
msquic,msquic_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,bbr,internal_worker,1,1,1,1.0000,1.0000,0.9978,,1.0000,1.0000,,1.0000,1.0000,,138.51,199.78,135100,284900,366800,0,0,0,reliable_echo_c1000_r1,
msquic,msquic_r50_u0_64_1500_echo_0_adaptive,reliable_echo,1500,bbr,internal_worker,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
msquic,msquic_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,bbr,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,7.75,9.53,50800,82600,119500,0,0,0,reliable_echo_c1_r1,
msquic,msquic_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,bbr,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,85.46,137.93,51700,83100,121500,0,0,0,reliable_echo_c200_r1,
msquic,msquic_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,bbr,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,27.05,41.32,51100,77800,119900,0,0,0,reliable_echo_c50_r1,
msquic,msquic_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,bbr,internal_worker,1,1,1,1.0000,1.0000,0.9998,,1.0000,1.0000,,1.0000,1.0000,,136.32,199.11,79800,144400,201800,0,0,0,reliable_echo_c600_r1,
msquic,msquic_r50_u50_64_1000_echo_0_adaptive,echo,1000,bbr,internal_worker,1,1,1,0.9901,0.9951,0.9985,0.9886,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,139.28,200.06,135000,377800,487700,128000,356100,430800,echo_c1000_r1,
msquic,msquic_r50_u50_64_1500_echo_0_adaptive,echo,1500,bbr,internal_worker,1,1,1,0.9899,0.9950,0.9907,0.9807,1.0000,1.0000,1.0000,0.9949,0.9998,0.9899,143.17,200.06,190800,928800,1230000,181000,828400,988100,echo_c1500_r1,
msquic,msquic_r50_u50_64_1_echo_0_adaptive,echo,1,bbr,internal_worker,1,1,1,0.9890,0.9965,1.0000,0.9930,1.0000,1.0000,1.0000,0.9925,1.0000,0.9849,7.85,9.69,51400,82500,120400,50600,61300,66100,echo_c1_r1,
msquic,msquic_r50_u50_64_2000_echo_0_adaptive,echo,2000,bbr,internal_worker,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
msquic,msquic_r50_u50_64_200_echo_0_adaptive,echo,200,bbr,internal_worker,1,1,1,0.9900,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,118.21,184.64,53500,96100,133600,52900,73700,118900,echo_c200_r1,
msquic,msquic_r50_u50_64_50_echo_0_adaptive,echo,50,bbr,internal_worker,1,1,1,0.9900,0.9948,1.0000,0.9897,1.0000,1.0000,1.0000,0.9952,1.0000,0.9903,40.05,61.59,51200,71400,112300,50600,62600,67300,echo_c50_r1,
msquic,msquic_r50_u50_64_600_echo_0_adaptive,echo,600,bbr,internal_worker,1,1,1,0.9902,0.9951,0.9989,0.9891,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,137.07,199.75,96100,187900,247700,78900,176500,202900,echo_c600_r1,
quiche,quiche_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,bbr2,single,1,1,1,0.9717,0.9850,,0.9850,1.0000,,1.0000,0.9865,,0.9865,11.72,12.48,0,0,0,50000,60700,66900,media_relay_c1_r1,
quiche,quiche_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,bbr2,single,3,3,1,0.5010,0.9836,,0.9836,0.9910,,0.9910,0.5126,,0.5126,92.61,99.93,0,0,0,517900,10640000,12178000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
quiche,quiche_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,bbr2,single,1,1,1,0.9755,0.9883,,0.9883,0.9979,,0.9979,0.9890,,0.9890,24.17,25.37,0,0,0,50100,61600,67100,media_relay_c5_r1,
quiche,quiche_r1_u20_128_128_broadcast_0_adaptive,game_server,128,bbr2,single,1,1,1,0.9627,0.9911,1.0000,0.9906,0.9894,0.9772,0.9900,0.9817,1.0000,0.9808,98.73,99.97,74900,131600,165400,155300,810800,1467000,game_server_c128_r1,
quiche,quiche_r1_u20_128_192_broadcast_0_adaptive,game_server,192,bbr2,single,3,3,1,0.5480,0.5825,1.0000,0.5616,0.9808,0.9737,0.9818,0.9609,0.9999,0.9575,98.61,99.98,145400,639000,1065000,259900,1971000,3302000,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
quiche,quiche_r1_u20_128_1_broadcast_0_adaptive,game_server,1,bbr2,single,1,1,1,0.9833,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9904,1.0000,0.9899,11.69,12.37,49600,58300,65500,50000,62700,67900,game_server_c1_r1,
quiche,quiche_r1_u20_128_5_broadcast_0_adaptive,game_server,5,bbr2,single,1,1,1,0.9791,0.9900,1.0000,0.9895,0.9978,0.9820,0.9986,0.9912,1.0000,0.9908,23.82,24.23,51500,103400,152900,50200,61900,66800,game_server_c5_r1,
quiche,quiche_r1_u20_128_64_broadcast_0_adaptive,game_server,64,bbr2,single,1,1,1,0.9663,0.9897,1.0000,0.9892,0.9898,0.9782,0.9904,0.9864,1.0000,0.9857,94.26,97.47,59300,101500,123600,52600,64400,69200,game_server_c64_r1,
quiche,quiche_r1_u20_128_96_broadcast_0_adaptive,game_server,96,bbr2,single,1,1,1,0.9664,0.9905,1.0000,0.9901,0.9889,0.9785,0.9894,0.9867,1.0000,0.9860,92.94,95.70,67200,129500,166700,60300,98800,113600,game_server_c96_r1,
quiche,quiche_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,bbr2,single,3,1,0,0.9590,0.9591,0.9591,,1.0000,1.0000,,0.9998,0.9998,,98.92,100.00,259400,598100,814000,0,0,0,reliable_echo_c1000_r2,
quiche,quiche_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,bbr2,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,11.67,12.81,51100,64200,102500,0,0,0,reliable_echo_c1_r1,
quiche,quiche_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,bbr2,single,1,1,1,0.9966,0.9966,0.9966,,1.0000,1.0000,,0.9999,0.9999,,98.83,100.00,53800,84400,126300,0,0,0,reliable_echo_c200_r1,
quiche,quiche_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,bbr2,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,80.93,83.18,51500,81000,122800,0,0,0,reliable_echo_c50_r1,
quiche,quiche_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,bbr2,single,1,1,1,0.9679,0.9683,0.9683,,1.0000,1.0000,,0.9996,0.9996,,98.63,99.99,79300,159900,207600,0,0,0,reliable_echo_c600_r1,
quiche,quiche_r50_u50_64_1_echo_0_adaptive,echo,1,bbr2,single,1,1,1,0.9865,0.9940,1.0000,0.9880,1.0000,1.0000,1.0000,0.9925,1.0000,0.9848,12.01,12.80,50700,84000,115400,49300,61400,66600,echo_c1_r1,
quiche,quiche_r50_u50_64_200_echo_0_adaptive,echo,200,bbr2,single,1,1,1,0.9899,0.9949,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,99.03,100.00,55400,79700,122200,54700,66400,71200,echo_c200_r1,
quiche,quiche_r50_u50_64_50_echo_0_adaptive,echo,50,bbr2,single,1,1,1,0.9898,0.9946,1.0000,0.9892,1.0000,1.0000,1.0000,0.9952,1.0000,0.9904,89.09,91.32,51600,74300,115400,50700,62400,67200,echo_c50_r1,
quiche,quiche_r50_u50_64_600_echo_0_adaptive,echo,600,bbr2,single,3,3,1,0.7827,0.7863,0.9798,0.5929,1.0000,1.0000,1.0000,0.9957,0.9995,0.9895,98.68,99.97,210400,437400,580200,79100,94400,102500,echo_c600_r1;echo_c600_r2;echo_c600_r3,
